year,Source,Sex,length_bin,n,proportion,effn,index
2002,fsh_len,Female,41,1247,0,143.83689622647407,27
2002,fsh_len,Female,43,1247,0,143.83689622647407,27
2002,fsh_len,Female,45,1247,0,143.83689622647407,27
2002,fsh_len,Female,47,1247,0,143.83689622647407,27
2002,fsh_len,Female,49,1247,8.02e-4,143.83689622647407,27
2002,fsh_len,Female,51,1247,0.005613,143.83689622647407,27
2002,fsh_len,Female,53,1247,0.012029,143.83689622647407,27
2002,fsh_len,Female,55,1247,0.020048,143.83689622647407,27
2002,fsh_len,Female,57,1247,0.039294,143.83689622647407,27
2002,fsh_len,Female,59,1247,0.040096,143.83689622647407,27
2002,fsh_len,Female,61,1247,0.050521,143.83689622647407,27
2002,fsh_len,Female,63,1247,0.072173,143.83689622647407,27
2002,fsh_len,Female,65,1247,0.081796,143.83689622647407,27
2002,fsh_len,Female,67,1247,0.086608,143.83689622647407,27
2002,fsh_len,Female,69,1247,0.094627,143.83689622647407,27
2002,fsh_len,Female,71,1247,0.089815999999999993,143.83689622647407,27
2002,fsh_len,Female,73,1247,0.072975,143.83689622647407,27
2002,fsh_len,Female,75,1247,0.069767,143.83689622647407,27
2002,fsh_len,Female,77,1247,0.056135,143.83689622647407,27
2002,fsh_len,Female,79,1247,0.053729,143.83689622647407,27
2002,fsh_len,Female,81,1247,0.036889,143.83689622647407,27
2002,fsh_len,Female,83,1247,0.032077,143.83689622647407,27
2002,fsh_len,Female,85,1247,0.02245399999999999,143.83689622647407,27
2002,fsh_len,Female,87,1247,0.016038,143.83689622647407,27
2002,fsh_len,Female,89,1247,0.020048,143.83689622647407,27
2002,fsh_len,Female,91,1247,0.010425,143.83689622647407,27
2002,fsh_len,Female,93,1247,8.02e-4,143.83689622647407,27
2002,fsh_len,Female,95,1247,0.006415,143.83689622647407,27
2002,fsh_len,Female,97,1247,0.00401,143.83689622647407,27
2002,fsh_len,Female,99,1247,0.004812,143.83689622647407,27
2002,fsh_len,Male,41,1019,0,119.37198983386956,27
2002,fsh_len,Male,43,1019,0,119.37198983386956,27
2002,fsh_len,Male,45,1019,0,119.37198983386956,27
2002,fsh_len,Male,47,1019,9.81e-4,119.37198983386956,27
2002,fsh_len,Male,49,1019,0.003925,119.37198983386956,27
2002,fsh_len,Male,51,1019,0.008832,119.37198983386956,27
2002,fsh_len,Male,53,1019,0.016683,119.37198983386956,27
2002,fsh_len,Male,55,1019,0.030422,119.37198983386956,27
2002,fsh_len,Male,57,1019,0.058881,119.37198983386956,27
2002,fsh_len,Male,59,1019,0.092247,119.37198983386956,27
2002,fsh_len,Male,61,1019,0.10893,119.37198983386956,27
2002,fsh_len,Male,63,1019,0.151129,119.37198983386956,27
2002,fsh_len,Male,65,1019,0.122669,119.37198983386956,27
2002,fsh_len,Male,67,1019,0.110893,119.37198983386956,27
2002,fsh_len,Male,69,1019,0.093229,119.37198983386956,27
2002,fsh_len,Male,71,1019,0.089303,119.37198983386956,27
2002,fsh_len,Male,73,1019,0.049068,119.37198983386956,27
2002,fsh_len,Male,75,1019,0.020608,119.37198983386956,27
2002,fsh_len,Male,77,1019,0.02159,119.37198983386956,27
2002,fsh_len,Male,79,1019,0.005888,119.37198983386956,27
2002,fsh_len,Male,81,1019,0.005888,119.37198983386956,27
2002,fsh_len,Male,83,1019,0.002944,119.37198983386956,27
2002,fsh_len,Male,85,1019,9.81e-4,119.37198983386956,27
2002,fsh_len,Male,87,1019,0.001963,119.37198983386956,27
2002,fsh_len,Male,89,1019,0.001963,119.37198983386956,27
2002,fsh_len,Male,91,1019,9.81e-4,119.37198983386956,27
2002,fsh_len,Male,93,1019,0,119.37198983386956,27
2002,fsh_len,Male,95,1019,0,119.37198983386956,27
2002,fsh_len,Male,97,1019,0,119.37198983386956,27
2002,fsh_len,Male,99,1019,0,119.37198983386956,27
2002,fsh_len,Sex combined,41,2266,0,143.83689622647407,27
2002,fsh_len,Sex combined,43,2266,0,143.83689622647407,27
2002,fsh_len,Sex combined,45,2266,0,143.83689622647407,27
2002,fsh_len,Sex combined,47,2266,4e-4,143.83689622647407,27
2002,fsh_len,Sex combined,49,2266,0.0022,143.83689622647407,27
2002,fsh_len,Sex combined,51,2266,0.0071,143.83689622647407,27
2002,fsh_len,Sex combined,53,2266,0.0141,143.83689622647407,27
2002,fsh_len,Sex combined,55,2266,0.0247,143.83689622647407,27
2002,fsh_len,Sex combined,57,2266,0.0481,143.83689622647407,27
2002,fsh_len,Sex combined,59,2266,0.0635,143.83689622647407,27
2002,fsh_len,Sex combined,61,2266,0.0768,143.83689622647407,27
2002,fsh_len,Sex combined,63,2266,0.1077,143.83689622647407,27
2002,fsh_len,Sex combined,65,2266,0.1002,143.83689622647407,27
2002,fsh_len,Sex combined,67,2266,0.0975,143.83689622647407,27
2002,fsh_len,Sex combined,69,2266,0.094,143.83689622647407,27
2002,fsh_len,Sex combined,71,2266,0.0896,143.83689622647407,27
2002,fsh_len,Sex combined,73,2266,0.0622,143.83689622647407,27
2002,fsh_len,Sex combined,75,2266,0.0477,143.83689622647407,27
2002,fsh_len,Sex combined,77,2266,0.0406,143.83689622647407,27
2002,fsh_len,Sex combined,79,2266,0.0322,143.83689622647407,27
2002,fsh_len,Sex combined,81,2266,0.0229,143.83689622647407,27
2002,fsh_len,Sex combined,83,2266,0.019,143.83689622647407,27
2002,fsh_len,Sex combined,85,2266,0.0128,143.83689622647407,27
2002,fsh_len,Sex combined,87,2266,0.0097,143.83689622647407,27
2002,fsh_len,Sex combined,89,2266,0.0119,143.83689622647407,27
2002,fsh_len,Sex combined,91,2266,0.0062,143.83689622647407,27
2002,fsh_len,Sex combined,93,2266,4e-4,143.83689622647407,27
2002,fsh_len,Sex combined,95,2266,0.0035,143.83689622647407,27
2002,fsh_len,Sex combined,97,2266,0.0022,143.83689622647407,27
2002,fsh_len,Sex combined,99,2266,0.0026,143.83689622647407,27
2003,fsh_len,Female,41,1022,0,143.83689622647407,28
2003,fsh_len,Female,43,1022,0,143.83689622647407,28
2003,fsh_len,Female,45,1022,0,143.83689622647407,28
2003,fsh_len,Female,47,1022,0,143.83689622647407,28
2003,fsh_len,Female,49,1022,9.78e-4,143.83689622647407,28
2003,fsh_len,Female,51,1022,0.003914,143.83689622647407,28
2003,fsh_len,Female,53,1022,0.011742,143.83689622647407,28
2003,fsh_len,Female,55,1022,0.007828,143.83689622647407,28
2003,fsh_len,Female,57,1022,0.022505,143.83689622647407,28
2003,fsh_len,Female,59,1022,0.024462,143.83689622647407,28
2003,fsh_len,Female,61,1022,0.02544,143.83689622647407,28
2003,fsh_len,Female,63,1022,0.048924,143.83689622647407,28
2003,fsh_len,Female,65,1022,0.082192,143.83689622647407,28
2003,fsh_len,Female,67,1022,0.108611,143.83689622647407,28
2003,fsh_len,Female,69,1022,0.129159,143.83689622647407,28
2003,fsh_len,Female,71,1022,0.127202,143.83689622647407,28
2003,fsh_len,Female,73,1022,0.084149,143.83689622647407,28
2003,fsh_len,Female,75,1022,0.068493,143.83689622647407,28
2003,fsh_len,Female,77,1022,0.066536,143.83689622647407,28
2003,fsh_len,Female,79,1022,0.03816,143.83689622647407,28
2003,fsh_len,Female,81,1022,0.036204,143.83689622647407,28
2003,fsh_len,Female,83,1022,0.030333,143.83689622647407,28
2003,fsh_len,Female,85,1022,0.021526,143.83689622647407,28
2003,fsh_len,Female,87,1022,0.024462,143.83689622647407,28
2003,fsh_len,Female,89,1022,0.010763,143.83689622647407,28
2003,fsh_len,Female,91,1022,0.007828,143.83689622647407,28
2003,fsh_len,Female,93,1022,0.005871,143.83689622647407,28
2003,fsh_len,Female,95,1022,0.005871,143.83689622647407,28
2003,fsh_len,Female,97,1022,0.001957,143.83689622647407,28
2003,fsh_len,Female,99,1022,0.004892,143.83689622647407,28
2003,fsh_len,Male,41,763,0,119.37198983386956,28
2003,fsh_len,Male,43,763,0,119.37198983386956,28
2003,fsh_len,Male,45,763,0,119.37198983386956,28
2003,fsh_len,Male,47,763,0,119.37198983386956,28
2003,fsh_len,Male,49,763,0,119.37198983386956,28
2003,fsh_len,Male,51,763,0.011796,119.37198983386956,28
2003,fsh_len,Male,53,763,0.009174,119.37198983386956,28
2003,fsh_len,Male,55,763,0.024902,119.37198983386956,28
2003,fsh_len,Male,57,763,0.049803,119.37198983386956,28
2003,fsh_len,Male,59,763,0.078637,119.37198983386956,28
2003,fsh_len,Male,61,763,0.141547,119.37198983386956,28
2003,fsh_len,Male,63,763,0.159895,119.37198983386956,28
2003,fsh_len,Male,65,763,0.14941,119.37198983386956,28
2003,fsh_len,Male,67,763,0.114024,119.37198983386956,28
2003,fsh_len,Male,69,763,0.083879,119.37198983386956,28
