year,Source,Sex,length_bin,n,proportion,effn,index
2002,fsh_len,Female,41,1278,0,35.749125863438955,27
2002,fsh_len,Female,43,1278,0,35.749125863438955,27
2002,fsh_len,Female,45,1278,0,35.749125863438955,27
2002,fsh_len,Female,47,1278,0,35.749125863438955,27
2002,fsh_len,Female,49,1278,8e-4,35.749125863438955,27
2002,fsh_len,Female,51,1278,0.0055,35.749125863438955,27
2002,fsh_len,Female,53,1278,0.0117,35.749125863438955,27
2002,fsh_len,Female,55,1278,0.0219,35.749125863438955,27
2002,fsh_len,Female,57,1278,0.0399,35.749125863438955,27
2002,fsh_len,Female,59,1278,0.0399,35.749125863438955,27
2002,fsh_len,Female,61,1278,0.0501,35.749125863438955,27
2002,fsh_len,Female,63,1278,0.0728,35.749125863438955,27
2002,fsh_len,Female,65,1278,0.0837,35.749125863438955,27
2002,fsh_len,Female,67,1278,0.0876,35.749125863438955,27
2002,fsh_len,Female,69,1278,0.0955,35.749125863438955,27
2002,fsh_len,Female,71,1278,0.0884,35.749125863438955,27
2002,fsh_len,Female,73,1278,0.0728,35.749125863438955,27
2002,fsh_len,Female,75,1278,0.0681,35.749125863438955,27
2002,fsh_len,Female,77,1278,0.0556,35.749125863438955,27
2002,fsh_len,Female,79,1278,0.0524,35.749125863438955,27
2002,fsh_len,Female,81,1278,0.0368,35.749125863438955,27
2002,fsh_len,Female,83,1278,0.0329,35.749125863438955,27
2002,fsh_len,Female,85,1278,0.0219,35.749125863438955,27
2002,fsh_len,Female,87,1278,0.0156,35.749125863438955,27
2002,fsh_len,Female,89,1278,0.0203,35.749125863438955,27
2002,fsh_len,Female,91,1278,0.0102,35.749125863438955,27
2002,fsh_len,Female,93,1278,8e-4,35.749125863438955,27
2002,fsh_len,Female,95,1278,0.0063,35.749125863438955,27
2002,fsh_len,Female,97,1278,0.0039,35.749125863438955,27
2002,fsh_len,Female,99,1278,0.0047,35.749125863438955,27
2002,fsh_len,Male,41,1038,0,32.218007387174026,27
2002,fsh_len,Male,43,1038,0,32.218007387174026,27
2002,fsh_len,Male,45,1038,0,32.218007387174026,27
2002,fsh_len,Male,47,1038,0.001,32.218007387174026,27
2002,fsh_len,Male,49,1038,0.0039,32.218007387174026,27
2002,fsh_len,Male,51,1038,0.0096,32.218007387174026,27
2002,fsh_len,Male,53,1038,0.0164,32.218007387174026,27
2002,fsh_len,Male,55,1038,0.0299,32.218007387174026,27
2002,fsh_len,Male,57,1038,0.0578,32.218007387174026,27
2002,fsh_len,Male,59,1038,0.0915,32.218007387174026,27
2002,fsh_len,Male,61,1038,0.1079,32.218007387174026,27
2002,fsh_len,Male,63,1038,0.1513,32.218007387174026,27
2002,fsh_len,Male,65,1038,0.1233,32.218007387174026,27
2002,fsh_len,Male,67,1038,0.1118,32.218007387174026,27
2002,fsh_len,Male,69,1038,0.0944,32.218007387174026,27
2002,fsh_len,Male,71,1038,0.0906,32.218007387174026,27
2002,fsh_len,Male,73,1038,0.0482,32.218007387174026,27
2002,fsh_len,Male,75,1038,0.0212,32.218007387174026,27
2002,fsh_len,Male,77,1038,0.0212,32.218007387174026,27
2002,fsh_len,Male,79,1038,0.0058,32.218007387174026,27
2002,fsh_len,Male,81,1038,0.0058,32.218007387174026,27
2002,fsh_len,Male,83,1038,0.0029,32.218007387174026,27
2002,fsh_len,Male,85,1038,0.001,32.218007387174026,27
